season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified
2024,REG,DEN,3,00-0036221,S,Brandon Jones,Brandon,Jones,,,,Foot,,Full Participation in Practice,2024-09-20 20:17:11
2024,REG,DEN,3,00-0033943,WR,Josh Reynolds,Josh,Reynolds,,,,Achilles,,Full Participation in Practice,2024-09-20 20:06:48
2024,REG,DEN,3,00-0036422,TE,Adam Trautman,Adam,Trautman,,,,Shoulder,,Full Participation in Practice,2024-09-20 20:06:48
2024,REG,DEN,3,00-0039424,WR,Devaughn Vele,Devaughn,Vele,,,,Ribs,,Full Participation in Practice,2024-09-20 20:06:48
2024,REG,DEN,3,00-0036995,LB,Baron Browning,Baron,Browning,Foot,,Out,Foot,,Did Not Participate In Practice,2024-09-20 20:07:00
2024,REG,DEN,3,00-0038605,S,J.L. Skinner,J.L.,Skinner,Ankle,,Out,Ankle,,Did Not Participate In Practice,2024-09-20 20:17:05
2024,REG,DET,3,00-0034344,DE,Marcus Davenport,Marcus,Davenport,,,,Groin,,Full Participation in Practice,2024-09-20 19:45:02
2024,REG,DET,3,00-0037667,S,Kerby Joseph,Kerby,Joseph,,,,Back,,Full Participation in Practice,2024-09-20 19:45:02
2024,REG,DET,3,00-0036963,WR,Amon-Ra St. Brown,Amon-Ra,St. Brown,,,,Quadricep,,Full Participation in Practice,2024-09-20 19:45:02
2024,REG,DET,3,00-0036964,LB,Derrick Barnes,Derrick,Barnes,Knee,,Out,,,"
    ",2024-09-22 22:01:17
2024,REG,DET,3,00-0036624,DT,Alim McNeill,Alim,McNeill,Shoulder,,Out,,,"
    ",2024-09-22 22:10:50
2024,REG,DET,3,00-0036993,S,Ifeatu Melifonwu,Ifeatu,Melifonwu,Ankle,,Out,Ankle,,Did Not Participate In Practice,2024-09-20 19:47:26
2024,REG,DET,3,00-0039862,CB,Ennis Rakestraw,Ennis,Rakestraw,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2024-09-20 19:47:13
2024,REG,DET,3,00-0039141,S,Brian Branch,Brian,Branch,Neck,,Questionable,,,"
    ",2024-09-22 23:13:15
2024,REG,DET,3,00-0039065,TE,Sam LaPorta,Sam,LaPorta,Ankle,,Questionable,,,"
    ",2024-09-22 22:27:16
2024,REG,DET,3,00-0033914,LB,Alex Anzalone,Alex,Anzalone,Concussion,,Questionable,Concussion,,Limited Participation in Practice,2024-09-20 19:46:29
2024,REG,DET,3,00-0039903,CB,Terrion Arnold,Terrion,Arnold,Illness,,Questionable,Illness,,Limited Participation in Practice,2024-09-20 19:46:29
2024,REG,DET,3,00-0032395,G,Graham Glasgow,Graham,Glasgow,Knee,,Questionable,Knee,,Limited Participation in Practice,2024-09-20 19:46:29
2024,REG,DET,3,00-0039451,WR,Isaiah Williams,Isaiah,Williams,Abdomen,,Questionable,Abdomen,,Limited Participation in Practice,2024-09-20 19:49:48
2024,REG,GB,3,00-0037083,DE,Kingsley Enagbare,Kingsley,Enagbare,,,,Groin,,Full Participation in Practice,2024-09-20 19:28:42
2024,REG,GB,3,00-0039649,K,Brayden Narveson,Brayden,Narveson,,,,Right Foot,,Full Participation in Practice,2024-09-21 18:11:05
2024,REG,GB,3,00-0033120,DT,Kenny Clark,Kenny,Clark,,,,Toe,,Limited Participation in Practice,2024-09-20 19:28:42
2024,REG,GB,3,00-0035700,RB,Josh Jacobs,Josh,Jacobs,,,,Back,,Limited Participation in Practice,2024-09-20 19:28:42
2024,REG,GB,3,00-0035526,G,Elgton Jenkins,Elgton,Jenkins,,,,Illness,Glute,Limited Participation in Practice,2024-09-20 19:28:42
2024,REG,GB,3,00-0036622,C,Josh Myers,Josh,Myers,,,,Ankle,,Limited Participation in Practice,2024-09-20 19:28:42
2024,REG,GB,3,00-0039146,WR,Jayden Reed,Jayden,Reed,,,,Calf,,Limited Participation in Practice,2024-09-20 19:28:42
2024,REG,GB,3,00-0037817,T,Zach Tom,Zach,Tom,,,,Quadricep,,Limited Participation in Practice,2024-09-20 19:28:42
2024,REG,GB,3,00-0037196,T,Rasheed Walker,Rasheed,Walker,,,,Shoulder,,Limited Participation in Practice,2024-09-20 19:28:42
2024,REG,GB,3,00-0039904,T,Jordan Morgan,Jordan,Morgan,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2024-09-20 19:30:13
2024,REG,GB,3,00-0038408,CB,Carrington Valentine,Carrington,Valentine,Ankle,,Doubtful,Ankle,,Did Not Participate In Practice,2024-09-20 19:30:37
2024,REG,GB,3,00-0038996,TE,Tucker Kraft,Tucker,Kraft,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2024-09-22 19:00:09
2024,REG,GB,3,00-0036264,QB,Jordan Love,Jordan,Love,Knee,,Questionable,Knee,,Limited Participation in Practice,2024-09-20 19:29:36
2024,REG,HOU,3,00-0035166,LB,Azeez Al-Shaair,Azeez,Al-Shaair,,,,Shin,,Full Participation in Practice,2024-09-20 19:15:56
2024,REG,HOU,3,00-0035150,CB,Kris Boyd,Kris,Boyd,,,,Hip,,Full Participation in Practice,2024-09-20 19:16:03
2024,REG,HOU,3,00-0036554,WR,Nico Collins,Nico,Collins,,,,Hip,Foot,Full Participation in Practice,2024-09-20 19:16:09
2024,REG,HOU,3,00-0034275,DT,Folorunso Fatukasi,Folorunso,Fatukasi,,,,Shoulder,,Full Participation in Practice,2024-09-20 19:16:16
2024,REG,HOU,3,00-0039343,CB,Kamari Lassiter,Kamari,Lassiter,,,,Elbow,,Full Participation in Practice,2024-09-20 19:15:48
2024,REG,HOU,3,00-0034383,TE,Dalton Schultz,Dalton,Schultz,,,,Ankle,,Full Participation in Practice,2024-09-20 19:15:48
2024,REG,HOU,3,00-0037258,RB,Dameon Pierce,Dameon,Pierce,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2024-09-20 19:19:33
2024,REG,HOU,3,00-0033897,RB,Joe Mixon,Joe,Mixon,Ankle,,Doubtful,Ankle,,Did Not Participate In Practice,2024-09-20 19:18:45
2024,REG,HOU,3,00-0038615,C,Jarrett Patterson,Jarrett,Patterson,Calf,,Questionable,Calf,,Did Not Participate In Practice,2024-09-20 19:17:43
2024,REG,HOU,3,00-0038936,C,Juice Scruggs,Juice,Scruggs,Groin,,Questionable,Groin,,Limited Participation in Practice,2024-09-20 19:17:43
2024,REG,HOU,3,00-0034355,S,M.J. Stewart,M.J.,Stewart,Knee,,Questionable,Knee,,Limited Participation in Practice,2024-09-20 19:17:43
2024,REG,IND,3,00-0032383,C,Ryan Kelly,Ryan,Kelly,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-09-20 14:21:10
2024,REG,IND,3,00-0034836,T,Braden Smith,Braden,Smith,,,,Knee,,Did Not Participate In Practice,2024-09-20 13:02:09
2024,REG,IND,3,00-0036253,S,Julian Blackmon,Julian,Blackmon,,,,Shoulder,,Full Participation in Practice,2024-09-20 12:57:24
2024,REG,IND,3,00-0038997,WR,Josh Downs,Josh,Downs,,,,Ankle,,Full Participation in Practice,2024-09-20 12:57:24
2024,REG,IND,3,00-0035269,K,Matt Gay,Matt,Gay,,,,Right Quadricep,,Full Participation in Practice,2024-09-20 12:57:24
2024,REG,IND,3,00-0037323,S,Rodney Thomas,Rodney,Thomas,,,,Shoulder,,Full Participation in Practice,2024-09-20 12:57:24
2024,REG,IND,3,00-0036479,DE,Kwity Paye,Kwity,Paye,Quadricep,,Out,,,"
    ",2024-09-22 20:16:21
2024,REG,IND,3,00-0033393,CB,Kenny Moore,Kenny,Moore,Hip,,Out,Thumb,,Full Participation in Practice,2024-09-22 20:16:03
2024,REG,IND,3,00-0036252,WR,Michael Pittman,Michael,Pittman,Back,Calf,Questionable,Back,Calf,Did Not Participate In Practice,2024-09-20 13:01:50
2024,REG,IND,3,00-0039340,DE,Laiatu Latu,Laiatu,Latu,Hip,,Questionable,Hip,,Limited Participation in Practice,2024-09-20 12:57:33
2024,REG,JAX,3,00-0032164,DE,Arik Armstead,Arik,Armstead,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-09-21 17:02:27
2024,REG,JAX,3,00-0033889,T,Cam Robinson,Cam,Robinson,,,,Knee,,Full Participation in Practice,2024-09-21 17:01:50
2024,REG,JAX,3,00-0039353,CB,Jarrian Jones,Jarrian,Jones,Shoulder,,Out,,,"
    ",2024-09-24 01:26:30
2024,REG,JAX,3,00-0034413,LB,Foyesade Oluokun,Foyesade,Oluokun,Foot,,Out,,,"
    ",2024-09-24 01:59:54
2024,REG,JAX,3,00-0033881,TE,Evan Engram,Evan,Engram,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2024-09-21 17:02:51
2024,REG,JAX,3,00-0038934,T,Anton Harrison,Anton,Harrison,Knee,,Questionable,,,"
    ",2024-09-24 01:59:45
2024,REG,JAX,3,00-0038555,RB,Tank Bigsby,Tank,Bigsby,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2024-09-21 17:03:17
2024,REG,JAX,3,00-0036497,WR,Tim Jones,Tim,Jones,Foot,,Questionable,Foot,,Limited Participation in Practice,2024-09-21 17:05:48
2024,REG,JAX,3,00-0034968,S,Darnell Savage,Darnell,Savage,Quadricep,,Questionable,Quadricep,,Limited Participation in Practice,2024-09-21 17:04:56
2024,REG,KC,3,00-0036378,DE,Michael Danna,Michael,Danna,,,,Quadricep,,Full Participation in Practice,2024-09-20 18:41:52
2024,REG,KC,3,00-0037198,CB,Nazeeh Johnson,Nazeeh,Johnson,,,,Hamstring,,Full Participation in Practice,2024-09-20 18:41:52
2024,REG,KC,3,00-0034818,DT,Derrick Nnadi,Derrick,Nnadi,,,,Triceps,,Full Participation in Practice,2024-09-20 18:41:52
2024,REG,KC,3,00-0030757,DT,Mike Pennel,Mike,Pennel,,,,Groin,,Full Participation in Practice,2024-09-20 18:41:52
2024,REG,KC,3,00-0039894,WR,Xavier Worthy,Xavier,Worthy,,,,Quadricep,,Full Participation in Practice,2024-09-20 18:41:52
2024,REG,LA,3,00-0033884,CB,Tre'Davious White,Tre'Davious,White,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-09-20 19:48:57
2024,REG,LA,3,00-0036339,G,Kevin Dotson,Kevin,Dotson,,,,Foot,,Full Participation in Practice,2024-09-20 19:48:45
2024,REG,LA,3,00-0039074,TE,Davis Allen,Davis,Allen,Back,,Out,Back,,Did Not Participate In Practice,2024-09-20 19:50:19
2024,REG,LA,3,00-0033908,WR,Cooper Kupp,Cooper,Kupp,Ankle,,Out,Ankle,,Did Not Participate In Practice,2024-09-20 19:50:36
2024,REG,LA,3,00-0036903,DT,Bobby Brown,Bobby,Brown,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2024-09-20 19:51:40
2024,REG,LA,3,00-0037839,CB,Cobie Durant,Cobie,Durant,Toe,,Questionable,Toe,,Limited Participation in Practice,2024-09-20 19:51:21
2024,REG,LA,3,00-0039750,K,Joshua Karty,Joshua,Karty,Groin,,Questionable,Groin,,Limited Participation in Practice,2024-09-20 19:51:04
2024,REG,LAC,3,00-0034830,TE,Hayden Hurst,Hayden,Hurst,,,,Ankle,,Full Participation in Practice,2024-09-20 19:04:42
2024,REG,LAC,3,00-0031040,DE,Khalil Mack,Khalil,Mack,,,,Not injury related - resting player,,Full Participation in Practice,2024-09-20 19:03:38
2024,REG,LAC,3,00-0039346,LB,Junior Colson,Junior,Colson,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2024-09-20 19:07:44
2024,REG,LAC,3,00-0033156,DE,Joey Bosa,Joey,Bosa,Hip,,Out,Hip,,Full Participation in Practice,2024-09-22 18:31:35
2024,REG,LAC,3,00-0037009,T,Rashawn Slater,Rashawn,Slater,Pectoral,,Questionable,,,"
    ",2024-09-22 19:10:30
2024,REG,LAC,3,00-0036355,QB,Justin Herbert,Justin,Herbert,Ankle,,Questionable,Ankle,,Did Not Participate In Practice,2024-09-20 19:07:26
2024,REG,LAC,3,00-0036988,WR,Josh Palmer,Josh,Palmer,Elbow,Calf,Questionable,Elbow,Calf,Did Not Participate In Practice,2024-09-20 19:07:26
2024,REG,LAC,3,00-0036380,S,Alohi Gilman,Alohi,Gilman,Knee,,Questionable,Knee,,Full Participation in Practice,2024-09-20 19:07:26
2024,REG,LAC,3,00-0032146,DE,Bud Dupree,Bud,Dupree,Illness,,Questionable,Illness,,Limited Participation in Practice,2024-09-20 19:07:26
2024,REG,LAC,3,00-0037307,CB,Ja'Sir Taylor,Ja'Sir,Taylor,Fibula,,Questionable,Fibula,,Limited Participation in Practice,2024-09-20 19:07:26
2024,REG,LV,3,00-0039374,LB,Tommy Eichenberg,Tommy,Eichenberg,,,,Knee,,Full Participation in Practice,2024-09-20 20:54:38
2024,REG,LV,3,00-0034759,T,Kolton Miller,Kolton,Miller,,,,Shoulder,,Full Participation in Practice,2024-09-20 20:54:53
2024,REG,LV,3,00-0037255,G,Dylan Parham,Dylan,Parham,,,,Foot,,Full Participation in Practice,2024-09-20 20:55:03
2024,REG,LV,3,00-0036878,DE,Janarius Robinson,Janarius,Robinson,,,,Hand,,Full Participation in Practice,2024-09-20 20:54:38
2024,REG,LV,3,00-0038602,S,Christopher Smith,Christopher,Smith,,,,Knee,,Full Participation in Practice,2024-09-20 20:54:38
2024,REG,LV,3,00-0034993,S,Marcus Epps,Marcus,Epps,Knee,,Out,,,"
    ",2024-09-22 22:43:50
2024,REG,LV,3,00-0036990,LB,Divine Deablo,Divine,Deablo,Oblique,Concussion,Out,Oblique,Concussion,Did Not Participate In Practice,2024-09-20 20:56:51
2024,REG,LV,3,00-0039357,CB,Decamerion Richardson,Decamerion,Richardson,Hamstring,,Doubtful,Hamstring,,Did Not Participate In Practice,2024-09-20 20:57:09
2024,REG,LV,3,00-0037322,T,Thayer Munford,Thayer,Munford,Knee,Ankle,Questionable,,,"
    ",2024-09-22 20:25:26
2024,REG,LV,3,00-0038541,DE,Tyree Wilson,Tyree,Wilson,Knee,,Questionable,Knee,,Full Participation in Practice,2024-09-20 20:56:43
2024,REG,LV,3,00-0034973,DE,Maxx Crosby,Maxx,Crosby,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2024-09-20 20:56:43
2024,REG,LV,3,00-0035231,DT,Christian Wilkins,Christian,Wilkins,Knee,,Questionable,Knee,,Limited Participation in Practice,2024-09-20 20:57:34
2024,REG,MIA,3,00-0026190,DE,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-09-18 22:18:43
2024,REG,MIA,3,00-0037010,G,Liam Eichenberg,Liam,Eichenberg,,,,Shoulder,,Full Participation in Practice,2024-09-20 18:49:17
2024,REG,MIA,3,00-0036596,G,Robert Jones,Robert,Jones,,,,Shoulder,,Full Participation in Practice,2024-09-20 18:49:17
2024,REG,MIA,3,00-0036934,LB,Jaelan Phillips,Jaelan,Phillips,,,,Achilles,,Full Participation in Practice,2024-09-20 18:49:17
2024,REG,MIA,3,00-0034115,RB,Jeffery Wilson,Jeffery,Wilson,,,,Oblique,,Full Participation in Practice,2024-09-20 18:49:17
2024,REG,MIA,3,00-0033084,CB,Kendall Fuller,Kendall,Fuller,Concussion,,Out,,,"
    ",2024-09-22 22:01:39
2024,REG,MIA,3,00-0037327,QB,Skylar Thompson,Skylar,Thompson,Chest,,Out,,,"
    ",2024-09-22 22:32:50
2024,REG,MIA,3,00-0038507,WR,Grant DuBose,Grant,DuBose,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2024-09-20 18:49:45
2024,REG,MIA,3,00-0030067,T,Terron Armstead,Terron,Armstead,Eye,,Out,Shoulder,Knee,Limited Participation in Practice,2024-09-22 22:53:13
2024,REG,MIA,3,00-0031687,RB,Raheem Mostert,Raheem,Mostert,Chest,,Doubtful,Chest,,Limited Participation in Practice,2024-09-20 18:50:01
2024,REG,MIA,3,00-0039880,WR,Malik Washington,Malik,Washington,Quadricep,,Doubtful,Quadricep,,Limited Participation in Practice,2024-09-20 18:50:49
2024,REG,MIA,3,00-0039481,CB,Storm Duck,Storm,Duck,Shoulder,,Questionable,,,"
    ",2024-09-22 22:10:48
2024,REG,MIA,3,00-0035292,LB,David Long,David,Long,Hamstring,,Questionable,,,"
    ",2024-09-22 22:44:27
2024,REG,MIN,3,00-0035588,C,Garrett Bradbury,Garrett,Bradbury,,,,Knee,,Full Participation in Practice,2024-09-20 19:07:56
2024,REG,MIN,3,00-0038131,G,Ed Ingram,Ed,Ingram,,,,Triceps,,Full Participation in Practice,2024-09-20 19:07:56
2024,REG,MIN,3,00-0036322,WR,Justin Jefferson,Justin,Jefferson,,,,Quadricep,,Full Participation in Practice,2024-09-20 19:08:06
2024,REG,MIN,3,00-0033293,RB,Aaron Jones,Aaron,Jones,,,,Hip,,Full Participation in Practice,2024-09-20 19:07:56
2024,REG,MIN,3,00-0037291,WR,Jalen Nailor,Jalen,Nailor,,,,Ankle,,Full Participation in Practice,2024-09-20 19:07:56
2024,REG,MIN,3,00-0034158,T,Brian O'Neill,Brian,O'Neill,,,,Elbow,,Full Participation in Practice,2024-09-20 19:07:56
2024,REG,MIN,3,00-0035272,DE,Andrew Van Ginkel,Andrew,Van Ginkel,,,,Foot,,Full Participation in Practice,2024-09-20 19:07:56
2024,REG,MIN,3,00-0038994,WR,Jordan Addison,Jordan,Addison,Ankle,,Out,Ankle,,Did Not Participate In Practice,2024-09-20 19:08:53
2024,REG,MIN,3,00-0038807,LB,Ivan Pace,Ivan,Pace,Quadricep,Ankle,Out,Quadricep,Ankle,Did Not Participate In Practice,2024-09-20 19:09:21
2024,REG,MIN,3,00-0039924,DE,Dallas Turner,Dallas,Turner,Knee,,Out,Knee,,Did Not Participate In Practice,2024-09-20 19:09:33
2024,REG,NE,3,00-0036193,LB,Anfernee Jennings,Anfernee,Jennings,,,,Knee,,Full Participation in Practice,2024-09-18 16:59:03
2024,REG,NE,3,00-0037253,CB,Marcus Jones,Marcus,Jones,,,,Knee,,Full Participation in Practice,2024-09-18 16:59:13
2024,REG,NE,3,00-0039887,G,Layden Robinson,Layden,Robinson,,,,Shoulder,,Full Participation in Practice,2024-09-18 16:59:23
2024,REG,NE,3,00-0034385,LB,Ja'Whaun Bentley,Ja'Whaun,Bentley,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2024-09-18 16:59:53
2024,REG,NE,3,00-0037287,T,Vederian Lowe,Vederian,Lowe,Knee,,Out,Knee,,Did Not Participate In Practice,2024-09-18 17:00:02
2024,REG,NE,3,00-0038569,G,Sidy Sow,Sidy,Sow,Ankle,,Out,Ankle,,Did Not Participate In Practice,2024-09-18 17:00:13
2024,REG,NE,3,00-0035708,LB,Oshane Ximines,Oshane,Ximines,Knee,,Out,Knee,,Did Not Participate In Practice,2024-09-18 17:00:23
2024,REG,NE,3,00-0038646,CB,Alex Austin,Alex,Austin,Ankle,,Questionable,,,"
    ",2024-09-20 03:06:44
2024,REG,NE,3,00-0035266,G,Michael Jordan,Michael,Jordan,Knee,,Questionable,,,"
    ",2024-09-20 03:00:44
2024,REG,NE,3,00-0039863,T,Caedan Wallace,Caedan,Wallace,Knee,,Questionable,,,"
    ",2024-09-20 03:11:53
2024,REG,NE,3,00-0031852,C,David Andrews,David,Andrews,Hip,,Questionable,Hip,,Limited Participation in Practice,2024-09-18 16:59:30
2024,REG,NE,3,00-0036198,T,Michael Onwenu,Michael,Onwenu,Wrist,,Questionable,Wrist,,Limited Participation in Practice,2024-09-18 16:59:30
2024,REG,NE,3,00-0033883,S,Jabrill Peppers,Jabrill,Peppers,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2024-09-18 16:59:30
2024,REG,NE,3,00-0033947,DE,Deatrich Wise,Deatrich,Wise,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2024-09-18 16:59:30
2024,REG,NO,3,00-0039388,LB,Jaylan Ford,Jaylan,Ford,,,,Hamstring,,Full Participation in Practice,2024-09-20 19:16:41
2024,REG,NO,3,00-0039339,T,Taliese Fuaga,Taliese,Fuaga,,,,Back,,Full Participation in Practice,2024-09-20 19:16:58
2024,REG,NO,3,00-0033874,CB,Marshon Lattimore,Marshon,Lattimore,,,,Hamstring,,Full Participation in Practice,2024-09-20 19:16:49
2024,REG,NO,3,00-0037545,WR,Rashid Shaheed,Rashid,Shaheed,,,,Hip,,Full Participation in Practice,2024-09-20 19:16:41
2024,REG,NO,3,00-0030459,S,Tyrann Mathieu,Tyrann,Mathieu,,,,Heel,,Limited Participation in Practice,2024-09-20 19:16:41
2024,REG,NO,3,00-0034418,WR,Cedrick Wilson,Cedrick,Wilson,,,,Abdomen,,Limited Participation in Practice,2024-09-20 19:16:41
2024,REG,NO,3,00-0035242,C,Erik McCoy,Erik,McCoy,Groin,,Out,,,"
    ",2024-09-22 18:06:09
2024,REG,NO,3,00-0035656,DT,Khalen Saunders,Khalen,Saunders,Calf,,Out,Calf,,Did Not Participate In Practice,2024-09-20 19:18:48
2024,REG,NO,3,00-0036930,T,Landon Young,Landon,Young,Foot,,Questionable,Foot,,Did Not Participate In Practice,2024-09-20 19:19:06
2024,REG,NO,3,00-0038612,WR,A.T. Perry,A.T.,Perry,Illness,,Questionable,Illness,,Full Participation in Practice,2024-09-20 19:17:28
2024,REG,NO,3,00-0035655,S,Will Harris,Will,Harris,Shin,,Questionable,Shin,,Limited Participation in Practice,2024-09-20 19:18:09
2024,REG,NO,3,00-0033357,TE,Taysom Hill,Taysom,Hill,Chest,,Questionable,Chest,,Limited Participation in Practice,2024-09-20 19:18:35
2024,REG,NO,3,00-0037271,LB,D'Marco Jackson,D'Marco,Jackson,Calf,,Questionable,Calf,,Limited Participation in Practice,2024-09-20 19:17:28
2024,REG,NYG,3,00-0033290,T,Jermaine Eluemunor,Jermaine,Eluemunor,,,,Neck,,Full Participation in Practice,2024-09-20 18:16:09
2024,REG,NYG,3,00-0036356,LB,Isaiah Simmons,Isaiah,Simmons,,,,Not injury related - personal matter,,Full Participation in Practice,2024-09-20 18:14:42
2024,REG,NYG,3,00-0031957,DT,Rakeem Nunez-Roches,Rakeem,Nunez-Roches,,,,Abdomen,,Limited Participation in Practice,2024-09-20 18:15:42
2024,REG,NYG,3,00-0037611,LB,Kayvon Thibodeaux,Kayvon,Thibodeaux,,,,Shoulder,,Limited Participation in Practice,2024-09-20 18:12:31
2024,REG,NYG,3,00-0036589,CB,Nick McCloud,Nick,McCloud,Knee,,Out,Knee,,Did Not Participate In Practice,2024-09-20 18:17:14
2024,REG,NYG,3,00-0033878,CB,Adoree' Jackson,Adoree',Jackson,Calf,,Questionable,,,"
    ",2024-09-22 18:40:49
2024,REG,NYG,3,00-0037259,LB,Micah McFadden,Micah,McFadden,Back,,Questionable,,,"
    ",2024-09-22 19:38:35
2024,REG,NYG,3,00-0039821,CB,Andru Phillips,Andru,Phillips,Calf,,Questionable,,,"
    ",2024-09-22 17:23:05
2024,REG,NYG,3,00-0035535,WR,Darius Slayton,Darius,Slayton,Thumb,,Questionable,,,"
    ",2024-09-22 19:38:05
2024,REG,NYG,3,00-0035713,LB,Brian Burns,Brian,Burns,Groin,,Questionable,Groin,,Limited Participation in Practice,2024-09-20 18:16:45
2024,REG,NYG,3,00-0039829,LB,Darius Muasau,Darius,Muasau,Knee,,Questionable,Knee,,Limited Participation in Practice,2024-09-20 18:16:45
2024,REG,NYJ,3,00-0036501,CB,Michael Carter,Michael,Carter,,,,Ankle,,Full Participation in Practice,2024-09-18 18:02:38
2024,REG,NYJ,3,00-0038120,RB,Breece Hall,Breece,Hall,,,,Quadricep,,Full Participation in Practice,2024-09-18 18:02:38
2024,REG,NYJ,3,00-0034384,CB,D.J. Reed,D.J.,Reed,,,,Knee,,Full Participation in Practice,2024-09-18 18:02:38
2024,REG,NYJ,3,00-0027947,T,Tyron Smith,Tyron,Smith,,,,Not injury related - resting player,,Full Participation in Practice,2024-09-18 18:02:46
2024,REG,NYJ,3,00-0031330,T,Morgan Moses,Morgan,Moses,Knee,,Out,,,"
    ",2024-09-20 02:59:16
2024,REG,NYJ,3,00-0037663,LB,Jermaine Johnson,Jermaine,Johnson,Achilles,,Out,Achilles - Out,,Did Not Participate In Practice,2024-09-18 18:03:14
2024,REG,NYJ,3,00-0031296,LB,C.J. Mosley,C.J.,Mosley,Toe,,Questionable,Toe,,Did Not Participate In Practice,2024-09-18 18:02:53
2024,REG,PHI,3,00-0039236,WR,Johnny Wilson,Johnny,Wilson,,,,Hamstring,,Full Participation in Practice,2024-09-20 19:55:39
2024,REG,PHI,3,00-0037132,WR,Britain Covey,Britain,Covey,Shoulder,,Out,,,"
    ",2024-09-22 18:30:37
2024,REG,PHI,3,00-0030561,T,Lane Johnson,Lane,Johnson,Concussion,,Out,,,"
    ",2024-09-22 18:35:15
2024,REG,PHI,3,00-0036912,WR,DeVonta Smith,DeVonta,Smith,Concussion,,Out,,,"
    ",2024-09-22 19:31:19
2024,REG,PHI,3,00-0035676,WR,A.J. Brown,A.J.,Brown,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2024-09-20 19:55:53
2024,REG,PHI,3,00-0036284,T,Mekhi Becton,Mekhi,Becton,Finger,,Questionable,,,"
    ",2024-09-22 18:29:03
2024,REG,PHI,3,00-0035253,S,Chauncey Gardner-Johnson,Chauncey,Gardner-Johnson,Foot,,Questionable,Foot,,Did Not Participate In Practice,2024-09-20 19:55:46
2024,REG,PIT,3,00-0036893,RB,Najee Harris,Najee,Harris,,,,Not injury related - resting player,,Full Participation in Practice,2024-09-20 19:40:26
2024,REG,PIT,3,00-0027969,DT,Cameron Heyward,Cameron,Heyward,,,,Not injury related - resting player,,Full Participation in Practice,2024-09-20 19:40:35
2024,REG,PIT,3,00-0033905,DT,Larry Ogunjobi,Larry,Ogunjobi,,,,Not injury related - resting player,,Full Participation in Practice,2024-09-20 19:40:26
2024,REG,PIT,3,00-0033886,LB,T.J. Watt,T.J.,Watt,,,,Not injury related - resting player,,Full Participation in Practice,2024-09-20 19:40:26
2024,REG,PIT,3,00-0039739,WR,Roman Wilson,Roman,Wilson,,,,Ankle,,Full Participation in Practice,2024-09-20 19:40:26
2024,REG,PIT,3,00-0036333,LB,Alex Highsmith,Alex,Highsmith,Groin,,Out,,,"
    ",2024-09-22 18:42:19
2024,REG,PIT,3,00-0038639,CB,Cory Trice,Cory,Trice,Hamstring,,Out,,,"
    ",2024-09-22 18:42:26
2024,REG,PIT,3,00-0031585,TE,MyCole Pruitt,MyCole,Pruitt,Knee,,Out,Knee,,Did Not Participate In Practice,2024-09-20 19:42:28
2024,REG,PIT,3,00-0032954,G,Isaac Seumalo,Isaac,Seumalo,Pectoral,,Out,Pectoral,,Did Not Participate In Practice,2024-09-20 19:42:20
2024,REG,PIT,3,00-0036415,WR,Van Jefferson,Van,Jefferson,Eye,,Questionable,,,"
    ",2024-09-22 17:40:54
2024,REG,PIT,3,00-0039871,T,Troy Fautanu,Troy,Fautanu,Knee,,Questionable,Knee,,Limited Participation in Practice,2024-09-20 19:41:43
2024,REG,PIT,3,00-0029263,QB,Russell Wilson,Russell,Wilson,Calf,,Questionable,Calf,,Limited Participation in Practice,2024-09-20 19:41:43
2024,REG,SEA,3,00-0039020,G,Anthony Bradford,Anthony,Bradford,,,,Knee,,Full Participation in Practice,2024-09-20 20:40:43
2024,REG,SEA,3,00-0035352,LB,Tyrel Dodson,Tyrel,Dodson,,,,Shoulder,,Full Participation in Practice,2024-09-20 20:40:43
2024,REG,SEA,3,00-0030063,DT,Johnathan Hankins,Johnathan,Hankins,,,,Not injury related - resting player,,Full Participation in Practice,2024-09-20 20:43:16
2024,REG,SEA,3,00-0032211,WR,Tyler Lockett,Tyler,Lockett,,,,Thigh,,Full Participation in Practice,2024-09-20 20:45:01
