status,display_name,first_name,last_name,esb_id,gsis_id,birth_date,college_name,position_group,position,jersey_number,height,weight,years_of_experience,team_abbr,team_seq,current_team_id,football_name,entry_year,rookie_year,draft_club,draft_number,college_conference,status_description_abbr,status_short_description,gsis_it_id,short_name,smart_id,headshot,suffix,uniform_number,draft_round
ACT,Cam Gill,Cameron,Gill,GIL284053,00-0036045,1997-12-14,Wagner,LB,OLB,45.0,75.0,240.0,5,CAR,,0750,Cam,2020.0,2020.0,,,Northeast Conference,A01,Active,52947.0,C.Gill,32004749-4c28-4053-402c-98d5b77b4100,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wxadtc7jcfyso4qdbeni",,45,
ACT,Cam Grandy,Cam,Grandy,GRA307858,00-0039631,1999-11-19,Illinois State,TE,TE,85.0,77.0,260.0,0,CIN,,0920,Cam,2024.0,2024.0,,,Missouri Valley Football Conference,A01,Active,57772.0,C.Grandy,32004752-4130-7858-9911-3c2b174939de,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uay5dmniqx1baal3q3uu",,85,
ACT,Cam Hart,Cam,Hart,HAR659973,00-0039369,2000-12-05,Notre Dame,DB,CB,20.0,74.0,205.0,0,LAC,,4400,Cam,2024.0,2024.0,LAC,140.0,Independent,A01,Active,57261.0,C.Hart,32004841-5265-9973-d355-d2471cc5453a,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c2ylxyrg25rxh8wrmbid",,20,
ACT,Cam Jones,Cam,Jones,JON148503,00-0038513,1999-10-21,Indiana,LB,ILB,44.0,75.0,228.0,2,KC,,2310,Cam,2023.0,2023.0,,,Big Ten Conference,A01,Active,56265.0,C.Jones,32004a4f-4e14-8503-ed48-c3f6d7e74eb4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wdmmrres2m4cqw1cqzxw",,44,
ACT,Cam Jurgens,Cameron,Jurgens,JUR103822,00-0038112,1999-08-21,Nebraska,OL,G,51.0,75.0,290.0,3,PHI,,3700,Cam,2022.0,2022.0,PHI,51.0,Big Ten Conference,A01,Active,54516.0,C.Jurgens,32004a55-5210-3822-9dbb-b91dcd3e365e,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dky6ccvupyczsmxv2jah",,51,
ACT,Cam Lewis,Cameron,Lewis,LEW089606,00-0035357,1997-04-13,Buffalo,DB,FS,39.0,69.0,185.0,5,BUF,1.0,0610,Cameron,2019.0,2019.0,,,Mid-American Conference,A01,Active,48487.0,C.Lewis,32004c45-5708-9606-6b0a-fbc9630aa26d,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cv2vtd0bajxfuet07bl7",,39,
ACT,Cam Little,Cameron,Little,LIT228870,00-0039409,2003-08-17,Arkansas,SPEC,K,39.0,74.0,179.0,0,JAX,,2250,Cam,2024.0,2024.0,JAX,212.0,Southeastern Conference,A01,Active,57332.0,C.Little,32004c49-5422-8870-662a-03e5e5f1c33d,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zcgjheykurjmfzwc5uyb",,39,
ACT,Cam Newton,Cameron,Newton,NEW693984,00-0027939,1989-05-11,Auburn,QB,QB,1.0,77.0,245.0,10,CAR,1.0,0750,Cam,2011.0,2011.0,CAR,1.0,Southeastern Conference,A01,Active,37074.0,C.Newton,32004e45-5769-3984-c32b-2c25062be531,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zwmgw2gmnn2kch4nquft",,1,
ACT,Cam Robinson,Cameron,Robinson,ROB373063,00-0033889,1995-10-09,Alabama,OL,T,74.0,78.0,320.0,8,MIN,1.0,3000,Cam,2017.0,2017.0,JAX,34.0,Southeastern Conference,A01,Active,44846.0,C.Robinson,3200524f-4237-3063-2ed0-3f306dd57a65,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mjygiskkmwgwqhswdvac",,74,
ACT,Cam Smith,Cam,Smith,SMI098020,00-0039133,2000-12-21,South Carolina,DB,CB,24.0,72.0,188.0,2,MIA,,2700,Cam,2023.0,2023.0,MIA,51.0,Southeastern Conference,A01,Active,55916.0,C.Smith,3200534d-4909-8020-4c6f-60f2e2c8bfc6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tg393eoyith3ipd5dea3",,24,
ACT,Cam Taylor-Britt,Cam,Taylor-Britt,TAY812541,00-0037753,1999-10-15,Nebraska,DB,CB,29.0,72.0,205.0,3,CIN,,0920,Cam,2022.0,2022.0,CIN,60.0,Big Ten Conference,A01,Active,54525.0,C.Taylor-Britt,32005441-5981-2541-8e25-9068e8a2d286,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ysaiijfhzalqruk36u9r",,29,
ACT,Cameron Brate,Cameron,Brate,BRA663798,00-0031273,1991-07-03,Harvard,TE,TE,84.0,77.0,245.0,6,TB,1.0,4900,Cameron,2014.0,2014.0,,,Ivy League,A01,Active,42033.0,C.Brate,32004252-4166-3798-c2b3-ef206ba23ba8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jhioqec65qy4z7s6w9a6",,84,
ACT,Cameron Dicker,Cameron,Dicker,DIC147658,00-0037224,2000-05-06,Texas,SPEC,K,11.0,73.0,216.0,3,LAC,,4400,Cameron,2022.0,2022.0,,,Big Twelve Conference,A01,Active,54900.0,C.Dicker,32004449-4314-7658-769e-ef70b4b4ddb7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cjgz8mykyv9tygjypehw",,11,
ACT,Cameron Heyward,Cameron,Heyward,HEY271611,00-0027969,1989-05-06,Ohio State,DL,DT,97.0,77.0,295.0,14,PIT,1.0,3900,Cameron,2011.0,2011.0,PIT,31.0,Big Ten Conference,A01,Active,37104.0,C.Heyward,32004845-5927-1611-4c0d-39454c8d1eaf,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jroymb3jdu14pusq9wu8",,97,
ACT,Cameron Jordan,Cameron,Jordan,JOR051224,00-0027962,1989-07-10,California,DL,DE,94.0,76.0,287.0,14,NO,1.0,3300,Cameron,2011.0,2011.0,NO,24.0,Pacific Twelve Conference,A01,Active,37097.0,C.Jordan,32004a4f-5205-1224-2417-472af132c281,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wxcyaqstm1qguagtp1ye",,94,
ACT,Cameron McGrone,Cameron,McGrone,MCG776638,00-0036644,2000-06-22,Michigan,LB,MLB,59.0,73.0,236.0,2,IND,,2200,Cameron,2021.0,2021.0,NE,177.0,Big Ten Conference,A01,Active,53606.0,C.McGrone,32004d43-4777-6638-4366-e17d67496eeb,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fpc2svw4cnady1cwlxdk",,59,
ACT,Cameron Mitchell,Cameron,Mitchell,MIT149749,00-0038585,2001-09-08,Northwestern,DB,CB,29.0,72.0,195.0,2,CLE,,1050,Cameron,2023.0,2023.0,CLE,142.0,Big Ten Conference,A01,Active,56007.0,C.Mitchell,32004d49-5414-9749-5266-ae7585232540,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eorkmm4qk81jeoagz4vk",,29,
ACT,Cameron Sutton,Cameron,Sutton,SUT313402,00-0033930,1995-02-27,Tennessee,DB,CB,20.0,71.0,188.0,8,PIT,1.0,3900,Cameron,2017.0,2017.0,PIT,94.0,Southeastern Conference,A01,Active,44906.0,C.Sutton,32005355-5431-3402-67cd-92ad57aa3382,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rykly25j9mir0ygcnrs6",,20,
ACT,Cameron Thomas,Cameron,Thomas,THO063745,00-0037815,2000-07-01,San Diego State,DL,DE,99.0,77.0,270.0,3,CLE,,1050,Cameron,2022.0,2022.0,ARI,87.0,Mountain West Conference,A01,Active,54552.0,C.Thomas,32005448-4f06-3745-1011-bed0041e27a2,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xqe85xjvxbji8qtmag52",,99,
ACT,Camryn Bynum,Camryn,Bynum,BYN532388,00-0036629,1998-07-19,California,DB,FS,24.0,73.0,195.0,4,MIN,,3000,Camryn,2021.0,2021.0,MIN,125.0,Pacific Twelve Conference,A01,Active,53554.0,C.Bynum,32004259-4e53-2388-56f8-c8cf0da3bc7b,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zhej6yhknmhqxvhzimww",,24,
ACT,Carl Granderson,Carl,Granderson,GRA291153,00-0035402,1996-12-18,Wyoming,DL,DE,96.0,77.0,261.0,6,NO,1.0,3300,Carl,2019.0,2019.0,,,Mountain West Conference,A01,Active,48537.0,C.Granderson,32004752-4129-1153-937d-d267ab3ff20d,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xe17ud7n1ofomz8kk3ke",,96,
ACT,Carl Lawson,Carl,Lawson,LAW589402,00-0033463,1995-06-29,Auburn,DL,DE,55.0,74.0,265.0,8,DAL,1.0,1200,Carl,2017.0,2017.0,CIN,116.0,Southeastern Conference,A01,Active,44929.0,C.Lawson,32004c41-5758-9402-951f-0344af1b140e,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fv6hftu35bcjuenhupde",,55,
ACT,Carlos Watkins,Carlos,Watkins,WAT180320,00-0033563,1993-12-05,Clemson,DL,DE,92.0,75.0,297.0,8,DAL,1.0,1200,Carlos,2017.0,2017.0,HOU,142.0,Atlantic Coast Conference,A01,Active,44955.0,C.Watkins,32005741-5418-0320-d762-c84a0526bf5a,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f6lnoo70bkircgjnmc0k",,92,
ACT,Carlton Davis,Carlton,Davis,DAV220184,00-0034778,1996-12-31,Auburn,DB,CB,23.0,73.0,206.0,7,DET,1.0,1540,Carlton,2018.0,2018.0,TB,63.0,Southeastern Conference,I01,Inactive,46132.0,C.Davis,32004441-5622-0184-ef7c-ffcde714e0af,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ueh3ui3l3ndih3yrorbq",III,23,
ACT,Carrington Valentine,Carrington,Valentine,VAL326982,00-0038408,2001-09-09,Kentucky,DB,CB,24.0,72.0,194.0,2,GB,,1800,Carrington,2023.0,2023.0,GB,232.0,Southeastern Conference,A01,Active,56097.0,C.Valentine,32005641-4c32-6982-299a-6d8af31b45ab,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wtkzctyceullg5napiwx",,24,
ACT,Carson Steele,Carson,Steele,STE027134,00-0039325,2002-10-01,UCLA,RB,RB,42.0,73.0,225.0,0,KC,,2310,Carson,2024.0,2024.0,,,Pacific Twelve Conference,A01,Active,57479.0,C.Steele,32005354-4502-7134-7df7-46dbe8c0fb92,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lhkvntmjrt4fbsxi3hrt",,42,
ACT,Carson Tinker,James,Tinker,TIN173324,00-0029959,1989-11-15,Alabama,SPEC,LS,46.0,72.0,233.0,9,LA,1.0,2510,Carson,2013.0,2013.0,,,Southeastern Conference,A01,Active,40412.0,C.Tinker,32005449-4e17-3324-685f-71fdd27d197a,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qsgbjtgtduvkiky2dh7c",,46,
ACT,Carson Wentz,Carson,Wentz,WEN615770,00-0032950,1992-12-30,North Dakota State,QB,QB,11.0,77.0,237.0,9,KC,1.0,2310,Carson,2016.0,2016.0,PHI,2.0,Missouri Valley Football Conference,A01,Active,43291.0,C.Wentz,32005745-4e61-5770-9c68-1652f876bc72,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jtwkpwc18ivthztykkc8",,11,
ACT,Carter Warren,Carter,Warren,WAR580333,00-0039004,1999-01-19,Pittsburgh,OL,T,67.0,77.0,325.0,2,NYJ,,3430,Carter,2023.0,2023.0,NYJ,120.0,Atlantic Coast Conference,A01,Active,55985.0,C.Warren,32005741-5258-0333-38bb-413be1b8a9fd,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cklgdmgtuqmqd9ldr1by",,67,
ACT,Casey Kreiter,Casey,Kreiter,KRE233600,00-0030957,1990-08-13,Iowa,SPEC,LS,59.0,73.0,250.0,9,NYG,1.0,3410,Casey,2014.0,2014.0,,,Big Ten Conference,A01,Active,41797.0,C.Kreiter,32004b52-4523-3600-312f-642e8b6af048,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mynectqvw64sczgs7jns",,59,
ACT,Casey Toohill,Casey,Toohill,TOO260938,00-0036403,1996-08-22,Stanford,DL,DE,99.0,76.0,247.0,5,BUF,,0610,Casey,2020.0,2020.0,PHI,233.0,Pacific Twelve Conference,A01,Active,52641.0,C.Toohill,3200544f-4f26-0938-ca59-565da861a195,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/coyl0v90radu8roiklzo",,99,
ACT,Casey Washington,Casey,Washington,WAS075963,00-0039394,2001-03-06,Illinois,WR,WR,82.0,74.0,200.0,0,ATL,,0200,Casey,2024.0,2024.0,ATL,187.0,Big Ten Conference,A01,Active,57307.0,C.Washington,32005741-5307-5963-c06b-78584533e0b2,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iprpih0l2lfosxoik7j3",,82,
ACT,Caylin Hauptmann,Caylin,Hauptmann,HAU303404,00-0029840,1991-07-10,Florida International,OL,OT,70.0,75.0,305.0,2,TB,1.0,4900,Caylin,,,,,,A01,Active,40297.0,,32004841-5530-3404-dec9-265fc5e3d414,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ppzzheircpj8mjrdcg93",,,
ACT,Cedric Gray,Cedric,Gray,GRA613330,00-0039858,2002-10-30,North Carolina,LB,ILB,51.0,74.0,235.0,0,TEN,,2100,Cedric,2024.0,2024.0,TEN,106.0,Atlantic Coast Conference,A01,Active,57227.0,C.Gray,32004752-4161-3330-dc0f-75cbcc511887,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uhr7hmzq5vkck9pfe1qm",,51,
ACT,Cedric Johnson,Cedric,Johnson,JOH103362,00-0039752,2002-09-06,Mississippi,DL,DE,52.0,75.0,265.0,0,CIN,,0920,Cedric,2024.0,2024.0,CIN,214.0,Southeastern Conference,A01,Active,57334.0,C.Johnson,32004a4f-4810-3362-5117-3332c8f949c9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dy6yguydv1vow9bhot29",,52,
ACT,Cedric Thornton,Cedric,Thornton,THO767983,00-0028424,1988-06-21,Southern Arkansas,DL,DT,92.0,76.0,295.0,7,SF,1.0,4500,Cedric,2011.0,2011.0,,,Great American Conference,A01,Active,37904.0,C.Thornton,32005448-4f76-7983-66f2-1a5ed3f89445,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hb2vbmdv48etuapynz4c",,,
ACT,Cedric Tillman,Cedric,Tillman,TIL377067,00-0038979,2000-04-19,Tennessee,WR,WR,19.0,75.0,215.0,2,CLE,,1050,Cedric,2023.0,2023.0,CLE,74.0,Southeastern Conference,A01,Active,55939.0,C.Tillman,32005449-4c37-7067-218b-007e17161edd,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fp371fgk45btt01uvucq",,19,
ACT,Cedrick Lang,Cedrick,Lang,LAN411829,00-0032646,1992-05-12,Texas-El Paso,OL,OT,77.0,79.0,300.0,2,IND,1.0,2200,Cedrick,2016.0,2016.0,,,Conference USA,A01,Active,43766.0,C.Lang,32004c41-4e41-1829-c496-b48a0b68ac2b,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x21mxafuvb2qz1xj0c5p",,,
ACT,Cedrick Wilson Jr.,Cedrick,Wilson,WIL656498,00-0034418,1995-03-10,Boise State,WR,WR,11.0,77.0,188.0,7,NO,1.0,3300,Cedrick,2018.0,2018.0,DAL,208.0,Mountain West Conference,A01,Active,46277.0,C.Wilson,32005749-4c65-6498-c69c-d263ba915a14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vuolr6nwwbrwwc5ldt7f",Jr.,11,
ACT,CeeDee Lamb,Cedarian,Lamb,LAM138457,00-0036358,1999-04-08,Oklahoma,WR,WR,88.0,74.0,189.0,5,DAL,,1200,CeeDee,2020.0,2020.0,DAL,17.0,Big Twelve Conference,A01,Active,52425.0,C.Lamb,32004c41-4d13-8457-fcbe-d37fdbd87233,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tfuj9njqdw2dovkwhryc",,88,
ACT,Cesar Ruiz,Cesar,Ruiz,RUI415291,00-0036408,1999-06-14,Michigan,OL,C,51.0,75.0,319.0,5,NO,,3300,Cesar,2020.0,2020.0,NO,24.0,Big Ten Conference,A01,Active,52432.0,C.Ruiz,32005255-4941-5291-5447-fa1de6f9c62b,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ohyhxm9glbni6f8kqsjp",,51,
ACT,Chad Muma,Chad,Muma,MUM069215,00-0037811,1999-08-18,Wyoming,LB,ILB,48.0,75.0,242.0,3,JAX,,2250,Chad,2022.0,2022.0,JAX,70.0,Mountain West Conference,A01,Active,54535.0,C.Muma,32004d55-4d06-9215-fcf3-825af014060d,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mxdsqj2tbvtzinxxocfc",,48,
ACT,Chad Ryland,Chad,Ryland,RYL029663,00-0038567,1999-10-15,Maryland,SPEC,K,38.0,72.0,183.0,2,ARI,,3800,Chad,2023.0,2023.0,NE,112.0,Big Ten Conference,A01,Active,55977.0,C.Ryland,32005259-4c02-9663-76b8-52ab16a27c3a,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bmqbpd8n0xljhsng1y6n",,38,
ACT,Chamarri Conner,Chamarri,Conner,CON433448,00-0038982,2000-07-11,Virginia Tech,DB,FS,27.0,72.0,206.0,2,KC,,2310,Chamarri,2023.0,2023.0,KC,119.0,Atlantic Coast Conference,A01,Active,55984.0,C.Conner,3200434f-4e43-3448-2edc-e18787ceb0c4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fqvxfuzjreonexlkr2lf",,27,
ACT,Chandler Zavala,Chandler,Zavala,ZAV070576,00-0038536,1999-04-02,North Carolina State,OL,G,62.0,75.0,309.0,2,CAR,,0750,Chandler,2023.0,2023.0,CAR,114.0,Atlantic Coast Conference,A01,Active,55979.0,C.Zavala,32005a41-5607-0576-eb71-62de76a91a52,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/akan9aj8mkvozjnsrsip",,62,
ACT,Chandon Sullivan,Chandon,Sullivan,SUL125724,00-0034468,1996-08-07,Georgia State,DB,CB,34.0,71.0,189.0,6,PIT,1.0,3900,Chandon,2018.0,2018.0,,,Sun Belt Conference,A01,Active,46652.0,C.Sullivan,32005355-4c12-5724-d256-eb57bc2b276f,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jj9b9gdqcee9dzpe6bjx",,34,
ACT,Channing Tindall,Channing,Tindall,TIN074983,00-0037813,2000-03-28,Georgia,LB,ILB,41.0,74.0,230.0,3,MIA,,2700,Channing,2022.0,2022.0,MIA,102.0,Southeastern Conference,A01,Active,54567.0,C.Tindall,32005449-4e07-4983-b163-e2096b42985b,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mxa80j43igfxm0lqozkt",,41,
ACT,Charles Brown,Charles,Brown,BRO304605,00-0027669,1987-04-10,USC,OL,OT,78.0,77.0,300.0,6,DAL,1.0,1200,Charles,,,,,,,,35503.0,,32004252-4f30-4605-3175-545af0507be2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hh4ue5m0lvyjrvqhbeh0",,,
ACT,Charles Cross,Charles,Cross,CRO398747,00-0037821,2000-11-25,Mississippi State,OL,T,67.0,77.0,310.0,3,SEA,,4600,Charles,2022.0,2022.0,SEA,9.0,Southeastern Conference,A01,Active,54474.0,C.Cross,32004352-4f39-8747-10cd-e041e76a72ff,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tdirmu91j2dpbzbjt8vb",,67,
ACT,Charles Godfrey,Charles,Godfrey,GOD267860,00-0026207,1985-11-15,Iowa,DB,FS,30.0,71.0,210.0,8,ATL,1.0,0200,Charles,,,,,,,,33148.0,,3200474f-4426-7860-7813-1b991a66b415,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sshn5avsyh64yfquhpgv",,,
ACT,Charles Harris,Charles,Harris,HAR348374,00-0033880,1995-03-06,Missouri,DL,DE,40.0,75.0,250.0,8,PHI,1.0,3700,Charles,2017.0,2017.0,MIA,22.0,Southeastern Conference,A01,Active,44834.0,C.Harris,32004841-5234-8374-13d2-8f7cf4bb2d8e,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xssxsqkbd4osqsrbtxr5",Jr.,40,
ACT,Charles Leno,Charles,Leno,LEN389697,00-0031095,1991-10-09,Boise State,OL,T,72.0,75.0,305.0,10,WAS,1.0,5110,Charles,2014.0,2014.0,CHI,246.0,Mountain West Conference,A01,Active,41475.0,C.Leno,32004c45-4e38-9697-72fb-56c35895c239,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mf75xcgnj9ogavslg383",Jr.,72,
ACT,Charles Omenihu,Charles,Omenihu,OME565785,00-0035279,1997-08-20,Texas,DL,DE,90.0,77.0,280.0,6,KC,1.0,2310,Charles,2019.0,2019.0,HOU,161.0,Big Twelve Conference,A01,Active,47944.0,C.Omenihu,32004f4d-4556-5785-8e80-6ad02cc085e2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7hyavaepvuienrmh9bi",,90,
ACT,Charles Snowden,Charles,Snowden,SNO598145,00-0036711,1998-03-27,Virginia,DL,DE,49.0,79.0,235.0,1,LV,,2520,Charles,2021.0,2021.0,,,Atlantic Coast Conference,A01,Active,53916.0,C.Snowden,3200534e-4f59-8145-ad87-6029d564930a,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yx7j4rolgmewgbf02bg2",,49,
ACT,Charles Tillman,Charles,Tillman,TIL389442,00-0022123,1981-02-23,Louisiana-Lafayette,DB,CB,31.0,74.0,210.0,13,CAR,1.0,0750,Charles,,,,,,,,28071.0,,32005449-4c38-9442-1b3c-6b5192a85864,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y277iz2hgqaqdlonri2f",,,
ACT,Charles Woods,Charles,Woods,WOO433487,00-0039770,2000-06-17,Southern Methodist,DB,CB,21.0,71.0,191.0,0,LA,,2510,Charles,2024.0,2024.0,,,American Athletic Conference,A01,Active,57909.0,C.Woods,3200574f-4f43-3487-dcd4-969147bc0a7b,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/odefzf09qfoxuphfmebk",,21,
ACT,Charles Woodson,Charles,Woodson,WOO661523,00-0018227,1976-10-07,Michigan,DB,FS,24.0,73.0,210.0,18,OAK,1.0,2520,Charles,1998.0,1998.0,OAK,4.0,Big Ten Conference,A01,Active,23449.0,,3200574f-4f66-1523-6494-7f8d7d48fff1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gohbupnj3mhletq96zzu",,,
ACT,Charlie Jones,Charlie,Jones,JON160287,00-0038576,1998-10-29,Purdue,WR,WR,15.0,72.0,188.0,2,CIN,,0920,Charlie,2023.0,2023.0,CIN,131.0,Big Ten Conference,A01,Active,55996.0,C.Jones,32004a4f-4e16-0287-5859-a7165d1cc115,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tbncr0bm5daiafdei8i8",,15,
ACT,Charlie Kolar,Charlie,Kolar,KOL030762,00-0038046,1999-02-10,Iowa State,TE,TE,88.0,78.0,255.0,3,BAL,,0325,Charlie,2022.0,2022.0,BAL,128.0,Big Twelve Conference,A01,Active,54593.0,C.Kolar,32004b4f-4c03-0762-5d66-fe5bd3776993,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n7duzqver13movvgcint",,88,
ACT,Charlie Woerner,Charlie,Woerner,WOE138430,00-0036429,1997-10-16,Georgia,TE,TE,89.0,77.0,245.0,5,ATL,,0200,Charlie,2020.0,2020.0,SF,190.0,Southeastern Conference,A01,Active,52598.0,C.Woerner,3200574f-4513-8430-be36-5db8fe66161b,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hllqdtlyjbs2gbdgn6lj",,89,
ACT,Charvarius Ward,Charvarius,Ward,WAR076820,00-0034573,1996-05-16,Middle Tennessee,DB,CB,7.0,73.0,195.0,7,SF,1.0,4500,Charvarius,2018.0,2018.0,,,Conference USA,A01,Active,46757.0,C.Ward,32005741-5207-6820-2634-4274b6429e1a,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jlccuozxaeffcupnvd7q",,7,
ACT,Chase Brown,Chase,Brown,BRO340581,00-0038597,2000-03-21,Illinois,RB,RB,30.0,71.0,205.0,2,CIN,,0920,Chase,2023.0,2023.0,CIN,163.0,Big Ten Conference,A01,Active,56028.0,C.Brown,32004252-4f34-0581-a205-5f41836f80e9,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rxzzjpgjgjsmmkekp6zu",,30,
ACT,Chase Dominguez,Chase,Dominguez,DOM372355,00-0033498,1994-07-09,Utah,SPEC,LS,49.0,77.0,240.0,0,NO,1.0,3300,Chase,2017.0,2017.0,,,Pacific Twelve Conference,A01,Active,45390.0,,3200444f-4d37-2355-8fe2-020bab4294f4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k4dvljdvr5evkavdom1k",,,
ACT,Chase Hansen,Chase,Hansen,HAN533575,00-0034944,1993-05-20,Utah,LB,ILB,42.0,75.0,220.0,1,NO,1.0,3300,Chase,2019.0,2019.0,,,Pacific Twelve Conference,A01,Active,48072.0,C.Hansen,32004841-4e53-3575-38b1-0f66e3231c79,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hluxdq5t1n7rvmtocj6n",,42,
ACT,Chase McLaughlin,Chase,McLaughlin,MCL090068,00-0035358,1996-04-09,Illinois,SPEC,K,4.0,71.0,187.0,6,TB,1.0,4900,Chase,2019.0,2019.0,,,Big Ten Conference,A01,Active,48488.0,C.McLaughlin,32004d43-4c09-0068-cde1-c8dac1b4b74a,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dflts1tidjohpuzryyqd",,4,
ACT,Chase Williams,Chase,Williams,WIL185196,00-0032229,1991-10-16,Virginia Tech,LB,LB,56.0,73.0,230.0,0,OAK,1.0,2520,Chase,,,,,,,,43125.0,,32005749-4c18-5196-9850-6fbe115578c1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lyxusoh5akvjb0sa6chk",,,
ACT,Chase Young,Chase,Young,YOU146550,00-0036321,1999-04-14,Ohio State,DL,DE,99.0,77.0,265.0,5,NO,,3300,Chase,2020.0,2020.0,WAS,2.0,Big Ten Conference,A01,Active,52410.0,C.Young,3200594f-5514-6550-d662-263c81d981b1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lyc9qh7fequeo0lwvjhh",,99,
ACT,Chau Smith-Wade,Chau,Smith-Wade,SMI830146,00-0039380,2002-09-17,Washington State,DB,CB,26.0,71.0,176.0,0,CAR,,0750,Chau,2024.0,2024.0,CAR,157.0,Pacific Twelve Conference,A01,Active,57278.0,C.Smith-Wade,3200534d-4983-0146-6f7f-a3a4b4341521,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ym2yx4nyamvkmvs4sxdr",,26,
ACT,Chauncey Golston,Chauncey,Golston,GOL699429,00-0036982,1998-02-10,Iowa,DL,DE,99.0,77.0,270.0,4,DAL,,1200,Chauncey,2021.0,2021.0,DAL,84.0,Big Ten Conference,A01,Active,53513.0,C.Golston,3200474f-4c69-9429-32f5-7aaacc30c4d1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tma9abjy3eatxzlu49ps",,99,
ACT,Chazz Surratt,Chazz,Surratt,SUR448995,00-0037003,1997-02-16,North Carolina,LB,ILB,55.0,75.0,228.0,3,NYJ,,3430,Chazz,2021.0,2021.0,MIN,78.0,Atlantic Coast Conference,A01,Active,53507.0,C.Surratt,32005355-5244-8995-3b9b-f6b486d5e327,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hdiyz3il6hzbrcmrmt0t",,55,
